wikipedia_movie_id,movie_name,release_date,all_genres,overview
33951961,Artemis 81,1981-12-29,"Thriller, Science Fiction, Drama","Occult novelist Gideon Harlax  is drawn into an epic battle between Helith ([[Sting , the Angel of Light and Asrael , the Angel of Death."
24519551,Yu-Gi-Oh! 3D: Bonds Beyond Time,2010-01-23,"Fantasy, Animation","The story takes place sometime during the beginning of the fourth season of Yu-Gi-Oh! 5D's, right before the events of the World Racing Grand Prix  took place. As Yusei Fudo ponders the current state of New Domino City, Jack Atlas and Crow Hogan come to cheer him up, with the idea of going for a ride on their Duel Runners. As they are riding, a mysterious Turbo Duelist called Paradox appears and challenges Yusei to a duel. However, when Yusei summons his Stardust Dragon, Paradox seals it inside a card and disappears with it. Yusei and his friends soon learn through computer research that Paradox has appeared during the era of Yugi Muto, using Stardust Dragon to cause a huge incident in the past, the effects of which cause New Domino City to start disappearing as time is altered. With the Signer's marks suddenly reacting, the Crimson Dragon appears, giving Yusei's Duel Runner the ability to travel through time. Several years earlier, in Venice, Italy, Jaden Yuki  is attacked by powerful Malefic versions of stolen monster cards, including Yusei's Stardust Dragon. As Paradox prepares to finish off Jaden, Yusei and the Crimson Dragon arrive in his timeline and protect him. Jaden explains to Yusei how he had been pursuing Paradox who had stolen his friends' cards and is planning on messing up the timeline, agreeing to help Yusei chase after him. A few years earlier, Maximillion Pegasus is holding a duel tournament in Domino City, which Yugi Muto is attending with his grandpa. However, Paradox uses his newly acquired Malefic monsters to attack the event, killing Pegasus and Yugi's grandpa along with several bystanders, with only Yugi managing to survive. Yusei and Jaden arrive and take Yugi to half an hour before Paradox's attack, deducing that by killing Pegasus, Paradox would be able to end the existence of Duel Monsters, which would radically change the course of history. As the group manage to scare off the bystanders, Paradox appears before them, explaining that he comes from a further future than Yusei's which is in ruin, believing the only way to fix it is to stop Duel Monsters from existing. Yusei, Yugi and Jaden disagree on the basis that their own timeline, and the people in it, will disappear as a result of the change in history. With Pegasus due to arrive in a short while, they challenge Paradox to a duel with the future at stake. Paradox activates his Malefic World and starts summoning his Malefic versions of the cards he has stolen from throughout time. Yusei, Yugi and Jaden work together to utilise their cards in order to protect themselves and beat back Paradox's monsters. As Paradox summons out one of his key monsters, Malefic Paradox Dragon, Yugi manages to destroy it, but then Paradox is able to summon out his ace monster, Malefic Truth Dragon. However, thanks to the group's combined teamwork, the group manage to reclaim Stardust Dragon and combine their strength to defeat Paradox, who disappears into the recesses of time, never to be seen again, but not before Paradox ponders the results of all of the events that he caused, and if it was really worth it. After the duel, Yusei, Jaden and Yugi say their goodbyes, hoping to meet again, before returning to their respective timelines, with Yusei's city back to normal."
5628492,Q&A,1990-04-27,"Crime Fiction, Action, Drama, Suspense, Indie","Aloysius ""Al"" Reilly  is a young assistant district attorney, still wet behind the ears. He is handed a case by homicide chief Kevin Quinn, an inquiry into a shooting by NYPD detective Mike Brennan . Brennan is something of a legend in the department. A tough, crude, decorated officer, he has a hidden dark side as well as a partnership with certain figures of organized crime. Brennan shoots and kills a small-time Puerto Rican hood and then threatens witnesses to testify that he acted in self-defense. Reilly's case leads him to a Puerto Rican crime boss by the name of Roberto Texador , nicknamed ""Bobby Tex,"" whose wife Nancy Bosch was once the love of Reilly's life. It results in violent confrontations between Texador, Reilly and the rogue cop Brennan."
6469852,Cheerleader Camp,1987,"Thriller, B-movie, Japanese Movies, Horror Comedy, Horror, Slasher, Teen","Alison  is a cheerleader at Lindo Valley who is grappling with feelings of inadequacy. Alison, along with her flirtatious boyfriend  and fellow cheerleaders, attend Camp Hurrah, a cheerleading camp, with hopes of winning the All State finals. Alison is haunted by nightmares of murders that soon manifest themselves into reality. After discovering several people murdered at the camp, Alison soon begins to think that she is the killer.[[New York Times] Review Summary]"
27763405,You'll Like My Mother,1972-10-13,"Thriller, Psychological thriller","In this psychological thriller, a very pregnant Francesca  travels from Los Angeles to Minnesota to meet her late husband's mother, Mrs. Kinsolving, whom she has never met before. Mrs. Kinsolving  is cold to Francesca, questions whether she is actually pregnant with her son's baby, and tells Francesca she wants nothing to do with her or her baby in the future. It soon becomes clear that Francesca cannot leave that night as a blizzard has made the roads impassable. Francesca is forced to stay in the Kinsolving mansion for a few days. She soon begins to suspect that something is amiss due to inconsistencies in information between what her late husband  told her and Mrs. Kinsolving's statements to her. While Matthew never mentioned he had a sister, Mrs. Kinsolving claims that the mentally challenged and non-verbal Kathleen  is Matthew's sister. After Mrs. Kinsolving retires for the night, Francesca sneaks around and discovers in the family bible that Matthew's mother  died eleven days after Matthew was killed in the Vietnam War, that Mrs. Kinsolving is actually Maria's sister, Katherine, who is Kathleen's mother and the mother of Kenny , a serial rapist and murderer who is hiding somewhere in the Kinsolving mansion. Francesca goes into labor, but Mrs. Kinsolving refuses to call for an ambulance. She sedates Francesca heavily. When the baby is born, Mrs. Kinsolving announces it is dead and hands the baby over to Kathleen to bury. That night, Kathleen rouses Francesca and takes her to the attic where she finds Kathleen has hidden her baby in a picnic basket. The baby is very much alive. Mrs. Kinsolving, suspecting Francesca is sneaking around the mansion, locks her in her room. Kathleen is able to locate the key to the room and unlocks it, allowing Fracesca to care for her baby. One night, Francesca secretly spies the unsuspecting Kenny who is hiding in the basement laundry. She overhears his conversation with Mrs. Kinsolving, and it is menacing. Meanwhile, Mrs. Kinsolving discovers that the family bible has been opened to the page detailing the date of Maria Kinsolving's death. Mrs. Kinsolving informs Kenny that Francesca knows Maria is dead, but does not think she is aware that Kenny is hiding in the mansion. The next morning, Mrs. Kinsolving announces that the blizzard has cleared enough for a driver to take Francesca into town to take the bus back to Los Angeles. At breakfast, the driver arrives—and it is Kenny. Francesca quickly tells Mrs. Kinsolving that she left her gloves in her third floor room and she needs to retrieve them. Instead she gets her baby from the attic, hides the baby under her coat and flees the mansion. However, Mrs. Kinsolving spots Francesca running away and yells for Kenny to get her. He takes chase and Kathleen notices. Francesca sees Kenny is quickly gaining ground, and she darts into the carriage house in an attempt to elude him. He locates her, they struggle, and he knocks Francesca unconscious. The baby slips from under her coat. Kenny smiles sadistically and covers the crying baby's face with his hand. Suddenly, Kathleen sneaks up behind him and stabs him in the back with a pair of scissors. The film ends with Mrs. Kinsolving cradling her dead son as Kathleen and Fracesca, holding her baby, look on and help arrives."
12151283,Tentacles,1977-02-25,"Natural horror films, Horror","The tourist spot Ocean Beach has come under attack by a giant octopus, which captures human swimmers and picks clean the skeletons of flesh and bone marrow. The attacks, which gradually increase in number as time passes, threaten to scare away the 10,000 tourists who visit Ocean Beach each summer. The characters determine that the excavation of an underwater tunnel has caused the giant octopus to rampage; the company, owned by Mr. Whitehead , has been using radio signals that have been ""above regulated levels"", and these have somehow enraged the octopus and caused it to attack human beings. In the end, the Octopus is killed by the killer whales when the main character goes out to sea in a sailing yacht, with the killer whales in tow."
6838264,Funny Bones,1995-03-31,"Drama, Family Drama, Comedy-drama, Comedy, Slapstick","Tommy Fawkes is the son of comedy legend George Fawkes. After his own Las Vegas comedy act flops, Tommy returns to Blackpool, England, where he spent the summers of his childhood. Disguised with a new identity, Tommy intends to seek out unique performers and purchase their acts. During this time, Tommy encounters his father's old comedy partners, Bruno and Thomas Parker. Once great performers, they now work as ghouls on a ghost train at Blackpool Pleasure Beach Circus. Bruno's son Jack is a brilliant comic, but psychologically troubled. He has also been manipulated by a corrupt policeman known as Sharkey into stealing valuable wax eggs from smugglers. Tommy also meets Jack's mother Katie. Even though Tommy is in disguise, she suspects that he is somehow connected to the family. Tommy eventually realises that his father stole his original act from the Parker brothers. He then reveals himself to be Tommy Fawkes and Katie tells him that Jack is his half-brother. Tommy phones his father about the revelation and George gets on the next plane to Blackpool. As part of their reconciliation, George arranges for the Parkers to top the bill at a Blackpool Tower Circus event. However, Jack is still hounded by Sharkey and cannot perform. During an elaborate Egyptian act, Katie gets rid of Sharkey via a sarcophagus, which is then kidnapped by the smugglers. The wax eggs contained a mystical, ancient Chinese rejuvenating powder. Jack had previously placed the powder within a makeup tin, which Bruno and Thomas accidentally use, helping them to perform brilliantly. Toward the end of the show, Jack is seen climbing a giant pole chased by a policeman. Jack smacks the policeman in the face with a glass bottle and the policeman begins to fall. However, Jack is strong enough to hold him in mid air and then the camera reveals that Tommy is the policeman. Jack then says to Tommy, ""They're beginning to like you."" Jack laughs and Tommy, suddenly no longer afraid, gazes at the audience and finds the feeling he was searching for all his life."
26430631,"Die Sister, Die!",1978-12,"Thriller, Horror, Psychological thriller","Edward  is tired of the ""allowance"" granted him by his sister, Amanda  and becomes impatient for her death, and his inheritance. To hasten her demise, or at least stop her suicides from being thwarted, Edward hires a discredited ex-nurse, Esther  to watch over her. Esther is less than enthusiastic about killing the old woman, though, and is curious about the secrets held in the house, including a mysterious third sister, Nell."
29460128,Prime Risk,1985-04,Drama,"A female engineer, with the assistance of her pilot-wannabe male friend, discovers a way to rip off automated teller machines, but in doing so stumbles upon a plot to destroy the U.S. monetary system."
11350779,Sherlock Holmes and the Voice of Terror,1942-09-18,"Thriller, Crime Fiction, Detective fiction, Detective, Black-and-white, Mystery, Drama, Crime Thriller","The film begins with a title card describing Holmes and Watson as ""ageless"", as an explanation as to why the film is set in the 1940s rather than Holmes' era of 1881–1914, as the preceding 20th Century Fox films were. Though there is a nod to the classic Holmes in a scene where Holmes and Watson are leaving 221b Baker Street, and Holmes picks up his deerstalker. Watson protests, and Holmes reluctantly puts on a fedora instead. Holmes is called into the ""Inner Council"" of British Intelligence by Sir Evan Barham ([[Reginald Denny , to assist in stopping Nazi saboteurs operating in Britain, whose activities are announced in advance in radio broadcasts by ""The Voice of Terror"". Gavin ([[Robert Barron , one of Holmes's operatives, is killed with a German dagger in his back. Before he dies, Gavin utters the word ""Christopher."" Later, Holmes and Watson go to the Limehouse district of London, where they meet with Gavin's wife Kitty . Holmes tells the council that, through the use of an oscilloscope to carefully analyze and compare sound wave patterns from radio broadcasts of live vs. pre-recorded voices, he has determined that ""The Voice of Terror"" is actually recorded on phonograph records in England, but broadcast from Germany. Using a tip from Kitty, Holmes and Watson go to the old Christopher Docks, where they are followed by Sir Anthony Lloyd  of the council. The three men are captured by a group of Nazi spies led by a man named Meade , although Meade manages to escape through a trap door to a waiting speedboat. Kitty pretends to be a thief on the run and joins Meade. She finds out that Meade plans to go to Sir Evan's country estate that night. There Holmes and Sir Evan watch a German plane attempt to land, but gunshots fired by Sir Evan disrupt the Nazi rendezvous, all the while Meade hides in the dark. After one of Holmes informants traces Meade and Kitty to the south coast of England, Holmes forces the council to go there with him. With the support of British troopers, Holmes captures Meade and a group of German soldiers stationed in an abandoned church. There he reveals the true identity of ""The Voice of Terror"" as Sir Evan Barham, who happens to be an impostor. Holmes then reveals that in World War I, the real Barham was a prisoner in a German war camp and had an uncanny resemblance to a Heinrich Von Bork, a member of the German Secret Service; one day the real Barham was taken out executed; the gentleman who called Holmes into the case was Von Bork himself who had posing as Barham for 24 years; Holmes then adds that Barham had no immediate family, so his private life was well studied by Von Bork, who also studied at Oxford and had knowledge of the English language and manners. So, with a little help of plastic surgery, not to mention the resemblance to Barham in the first place, the deception was carried out thoroughly. Holmes also concludes that the real Sir Evan Barham carried a scar from childhood, the one Von Bork carried from plastic surgery was approximately 20 years old - the clue that gave away the fact that he was an impostor. Holmes then informs the spies that the German invasion force has been destroyed. The angry Meade shoots and fatally wounds Kitty, but is killed himself as he attempts to escape. The Council stand around the murdered Kitty and swear that her heroic death will not be in vain. The film ends with a direct quote from ""His Last Bow"": :Watson: It's a lovely morning, Holmes. :Holmes: There's an East wind coming, Watson. :Watson: I don't think so. Looks like another warm day. :Holmes: Good old Watson. The one fixed point in a changing age. But there's an East wind coming all the same. Such a wind as never blew on England yet. It will be cold and bitter, Watson, and a good many of us may wither before its blast. But it's God's own wind none the less. And a greener, better, stronger land will be in the sunshine when the wind is cleared.Davies, David Stuart, Holmes of the Movies  ISBN 450 03358 9"
17565431,The Land Has Eyes,2004,"Coming of age, Drama","The main character, Viki , is a young Rotuman woman shamed as the daughter of a man wrongly accused of being a thief. She finds inspiration in a mysterious ""Warrior Woman""  from her people's legends.Plot synopsis on the film's official website IMDB"
22739944,And The Beat Goes On,2009-06-29,Music,"Jimi Mistry, a British actor who grew up during the height of the rave scene in the United Kingdom decides to journey to the Balearic island of Ibiza and unravel the complex musical history of the island, and find out for himself if Ibiza's now spoiled reputation is deserved. Starting his journey in clubs such as Pacha and Amnesia, a chance meeting with Island resident and multi platinum producer Lenny Ibizarre ends with Jimi seeking out the island's spiritual flip side. Along the way, Jimi meets DJ Alfredo before re-uniting the four DJs credited with exporting the Balearic sound to England - Paul Oakenfold, Nicky Holloway, Danny Rampling and Johnnie Walker. Jimi's journey ends with a mountain top full moon ceremony in the center of the Island. The film features interviews with nearly two dozen world famous DJ's and musicians including David Guetta, Danny Tenaglia and features appearances by dozens of musicians and artists including Andy Cato."
3213691,There Will Be Blood,2007-09-27,"Period piece, Family Drama, Drama","In 1902, Daniel Plainview , a mineral prospector, discovers oil and establishes a small drilling company. Following the death of one of his workers in an accident, Plainview adopts the man's orphaned son. The boy, whom he names H. W. , becomes his nominal business ""partner"". Nine years later, Plainview is approached by Paul Sunday , who tells him about the oil deposit under his family's property in Little Boston, California. Plainview attempts to buy the farm at a bargain price but Paul's twin brother Eli , wise to Plainview's plan, holds out for $5,000, wanting the money to fund the local church, of which he is the pastor. Plainview has Eli's father agree to the bargain price instead, and goes on to acquire the available land in the area, except for one holdout, William Bandy . Oil production begins. Later, an on-site accident kills a worker, and later still, a large explosion robs H. W. of his hearing. One day, a visitor  arrives on Plainview's doorstep claiming to be his half-brother, Henry, seeking work. Plainview takes the stranger in, and though H. W. discovers flaws in his story, he keeps the news to himself; the boy then attempts to kill Henry by setting his bed linen alight. Angered at his son's behavior, Plainview sends the boy away to a school in San Francisco. A representative from Standard Oil offers to buy out Plainview's local interests, but Plainview elects to strike a deal with Union Oil and construct a pipeline to the California coast, though the Bandy ranch remains an impediment. After spending more time with Henry, Plainview also becomes suspicious; Henry confesses that he was actually a friend of the real Henry, who had died from tuberculosis. Plainview kills the imposter and buries his body. The next morning, Plainview is awakened by Mr. Bandy, who appears to be aware of the previous night's events. Bandy agrees to Plainview's deal but only on the provision that the latter mend his ways and join the Church of the Third Revelation, where Eli humiliates him as part of his initiation. Plainview soon reunites with H. W., and Eli eventually leaves town to perform missionary work. In 1927, a much older H. W.  marries his childhood sweetheart, Mary Sunday . By this time his father, now an alcoholic but extremely wealthy, is living in a mansion with only a servant for company. H. W. asks his father  to dissolve their partnership so he can establish his own business. Plainview mocks his son's deafness and tells him of his true origins, leaving H. W. with no regrets when he finally leaves. Eli, now a radio host and the head of a larger church, visits Plainview. Eli, in dire financial straits, explains that Mr. Bandy has died, and offers to broker a deal on his land. Plainview agrees to the deal if Eli confesses, ""I am a false prophet; God is a superstition"", subjecting Eli to the same humiliation Eli had put him through years earlier. Eli does so after much berating by Plainview. To Eli's horror, Plainview reveals that he had already drained the oil from the property through surrounding wells by saying, ""I drink your milkshake."" Plainview suddenly goes into a rage, chases Eli about the room, and then beats him to death with a bowling pin. When Plainview's butler comes down to check on him, Plainview simply says ""I'm finished."""
14076874,Kansas City Trucking Co.,1976,"Adult, Pornographic movie, Gay pornography, Gay, Gay Interest, Gay Themed, Hardcore pornography","Hank , a trucker, turns out new hire Joe on a long haul to the West Coast. The men masturbate together while on the road and participate in an all-male orgy at a truckers' bunkhouse in Los Angeles. The film features several trucking related double-entendres such as ""wide load"", ""heavy load"" and ""men at work"".{{sfn}}"
26244289,Snow White and the Three Stooges,1961-06-21,"Children's/Family, Fairy tale, Musical, Fantasy, Comedy, Family Film, Slapstick","Once upon a time, in the kingdom of Fortunia, a noble king and his lovely young queen lack but one blessing to make their joy complete. The queen gives birth to a daughter named Snow White, but dies soon after. The king mourns her, but in time, he remarries because of the pleading of his people. His new Queen is a beautiful, but evil woman who soon becomes jealous of Snow White's beauty. On her 17th birthday, Snow White's father dies and the wicked queen immediately imprisons her. Eventually, the queen's jealousy of her stepdaughter becomes so great that she orders her killed. Snow White escapes her hired assassin and finds refuge in the empty cottage of the seven dwarfs, soon to be joined by the Three Stooges, who are traveling to the castle with their ward Quatro. But the boy they have raised since childhood  is in reality Prince Charming, who though he has lost his memory, is betrothed to Snow White. Snow White and the Prince fall in love, but the queen has him kidnapped when she suspects his true identity. The Stooges, disguised as cooks, attempt to rescue him, but he falls from a staircase in the palace and is presumed dead. Meanwhile, the queen learns from her magic mirror that Snow White is still alive. With the help of her magician, Count Oga, she transforms herself into a witch and succeeds in getting Snow White to take a bite from a poisoned apple.  As she rides back to the palace, she encounters the Stooges, and thanks to an inadvertent wish they make on a magic sword , she crashes her broom into a mountainside and falls to her death. The Stooges then find the poisoned Snow White, but they do not bury her. Instead, they place her on a bed, and pray to her each day. Meanwhile, the Prince  has not died from his fall. Instead, he is saved by a group of men who want to revolt against the Evil Queen's rule over Fortunia. As the prince recovers, he realizes that his memory has returned, and so he knows that he is indeed a Prince, and that Snow White is the princess he was destined to marry. After leading a successful revolt which places him on the throne of Fortunia, the prince sends out searchers to find Snow White and the Stooges, unaware that, thanks to yet another inadvertent wish on Count Oga's sword, they are no longer in the country of Fortunia. All searches are fruitless, and Prince Charming is close to giving up hope when he learns of the Evil Queen's magic mirror. The mirror responds truthfully to the desperate Prince's pleas, and the Prince sets off on his journey. He arrives at the Stooges' cabin just in time to dispel the effects of the poisoned apple. Snow White and Prince Charming are married and live happily ever after."
77653,Heaven Can Wait,1943-08-11,"Romantic comedy, Drama, Romance Film, Fantasy, Comedy","An aged Henry van Cleve  enters the opulent reception area of Hell, to be personally greeted by ""His Excellency"" . Henry petitions to be admitted , but there is some doubt as to his qualifications. To prove his worthiness , he begins to tell the story of his dissolute life. Born in Manhattan on October 25, 1872, Henry is the spoiled only child of stuffy, clueless, wealthy parents Randolph  and Bertha . His paternal grandmother  is also doting and naive, although his down-to-earth grandfather Hugo van Cleve , a self-made millionaire, understands Henry quite well. Henry grows up an idle young man, with a taste for attractive showgirls. One day, Henry overhears a beautiful woman lying to her mother on a public telephone. Intrigued, he follows her into a Brentano's and pretends to be an employee to get to know her better. Despite learning that she is engaged, he begins making advances, finally confessing he does not work there, whereupon she hastily departs. Later, obnoxious cousin Albert  introduces the family to his fiancee, Martha  and her feuding parents, the Strables . Henry is shocked to find that his mystery woman and Martha are one and the same. It turns out that Albert was the first suitor of whom both her parents approved. Fearful of spending the rest of her life as a spinster in Kansas City, Martha agreed to marry him. Henry convinces her to elope with him instead. Though everyone  is scandalized, eventually they are received back into the family. Henry and Martha enjoy a happy marriage and become the proud parents of a boy. On the eve of their tenth anniversary, however, Martha finds out about Henry's continuing dalliances with other women and goes back to her parents. Henry and Grandpa follow her there. Sneaking into the Strabel house, Henry begs her forgiveness and talks her into ""eloping"" a second time, much to Grandpa's delight. Fifteen years later, Henry meets a chorus girl  in her dressing room shortly before her performance. What begins as a courtship is soon revealed an an attempt by Henry to turn her away from his son, who has been dating her. When she reveals her knowledge of his true identity, Henry buys her off instead for $25,000. Martha passes away shortly after their twenty-fifth anniversary. Henry resumes an active social life much to the bemusement of his son. On October 26, 1942, the day after his 70th birthday, Henry dies under the care of a beautiful nurse, having portended her coming in a dream. After hearing Henry's story, His Excellency denies him entry and suggests he try the ""other place"", where Martha and his grandfather are waiting for him, hinting that there might be ""a small room vacant in the annex""."
21327515,The Union: The Business Behind Getting High,2007,"Political cinema, Culture & Society, Social issues, Documentary","The film explores the illegal growth, sale and trafficking of marijuana. The film follows host Adam Scorgie as he examines the underground market, interviewing growers, police officers, criminologists, psychologists, economists, doctors, politicians and pop culture icons, revealing how the trade is booming despite being a criminal enterprise. The history of marijuana and the reasons for its present prohibition are discussed, often comparing it to the prohibition of alcohol in the United States in the 1920s, suggesting that gang drug warfare and other negative aspects associated with marijuana are a result of prohibition, not the drug itself. The gangs that grow and traffic the drugs are likened to those that appeared in major U.S. cities during Prohibition, with the intention of profiting from the sale of illegal alcohol. The film answers many questions about marijuana, including the purported health effects of marijuana use, the Gateway drug theory, and what could happen if marijuana was legalized. The film also discusses the medicinal value of the marijuana plant and what the pharmaceutical industry stands to lose from marijuana legalization."
4277346,The Exile,1931,"Drama, Black-and-white","The story begins in Chicago, where Edith Duval  has become a power in the African American community, largely because she came into possession of a South Chicago mansion where she used to be a servant: the white family that owned the mansion abandoned it when blacks started moving into the neighborhood. She is in love with Baptiste, and at first it seems like they may be a match, but she rejects his idealism and he her cynicism: she wants to turn the mansion into a speakeasy and nightclub. Baptiste, instead, buys land in South Dakota and becomes a successful rancher. Five years into his time there, he falls in love with young Agnes Stewart , and she with him. He considers the situation hopeless, though, because she is white. The audience has already been cued in that he may be wrong about that: when she first heard about him, and it is mentioned to her that he is a ""Negro"", she conjectures on how light or dark he may be, with words to the effect that ""some Negroes are no darker than my mother &mdash; although with no sign of her ever having questioned her late mother's racial identity, or her own. Further, her father has demurred from another rancher's racist remark, quoting Robert Burns, ""A Man's A Man for A' That"". Fleeing back to Chicago to escape his supposedly doomed relationship, the previously teetotaling Baptiste returns to Edith's club, her liquor, and her charms. They plan to marry, but her former lover, an Ethiopian named Jango  appears on the scene, sneaks into Edith's room and complains of how she has ruined him. He threatens suicide; she hands him a gun as a gesture of contempt. Instead of killing himself, however, he kills her. Baptiste is initially suspected of the murder, but is cleared. Meanwhile, Agnes's father, discovering that Baptiste has fled, tells her about her own background. Earlier in the film, there has been reference to the one-drop rule: it is clear that in the time's  conception of race, this defines her as black. She takes a train to Chicago, where she and Baptiste are reunited; they marry and return to South Dakota."
4189858,The River Wild,1994-09-30,"Thriller, Crime Fiction, Adventure, Psychological thriller, Action/Adventure, Action","A Boston couple, Gail  and Tom  are having marital problems, due to Tom's inability to spend time with his family because of his work as an architect. Gail, a rafting expert, decides to take their son Roarke  on a holiday rafting trip down the Salmon River in Idaho, along with their pet dog. Their daughter Willa  accompanies them to Gail's parents' house in Idaho. At the last minute, just when they are about to leave for the almost week-long trip, Tom joins them. As they are setting off, they meet a couple of other rafters, Wade  and Terry , who appear to be friendly. Thus Gail, Tom, and Roarke leave for the trip, leaving Willa behind to be taken care of by her grandparents. After a day's rafting, the family make camp for the night, but Tom continues to work on his renderings rather than entering fully into the experience. This agitates Roarke, who thinks that his father does not really seem to realize he is away from home. They are joined by Wade and Terry who help to celebrate Roarke's birthday the same night. Gail slowly becomes friendly with Wade. However, after a while he begins acting suspicious and she decides it would be best to part ways. During the morning's rafting, he reveals to Roarke that they have a gun with them. As they raft down the river his parents discuss an exit strategy that will allow them to leave the two men behind, and at lunch they attempt to leave on their raft and get away before Wade and Terry realize what is going on. Their attempt fails and Wade pulls the gun on them and assaults Tom. Gail then realizes that an armed robbery she had heard about was actually carried out by Wade and Terry, and their rafting trip is actually a way for them to get away. They are forced to raft at gunpoint down the rest of the river before they all set up camp for the night. Meanwhile, a park ranger named Johnny , who knows Gail, is white water canoeing down the river. He bumps into the group; but Wade holds the gun to Gail's back and pretends that everything is okay. Later, he appears again but this time Wade shoots him, grabs him by his shirt, and throws him into the rapids. It is revealed that Wade and Terry, in order to aid their escape, want to go on down the river to a set of rapids where in recent years one person was killed and another was left paralyzed. Consequently, rafting is no longer allowed there. They force Gail to raft down through the rapids despite her repeated attempts to flip the raft and so force them out of the river. During the night Tom attempts to steal the gun off the sleeping Terry but is heard and has to run into the bushes and to the river. Wade gives chase and believes he has shot him when he hears a loud splash into the water. Tom reappears and manages to flip the raft. Gail and Roarke, who have been tied to the raft by Wade, remain in it and manage to get hold of the gun, which had fallen into the water, while Tom is fighting Terry. The struggle ends when Gail throws the bag of money into the water and shoots Wade whose dead body floats off down the river. The film ends with the family and Terry  being helicoptered out."
657764,Uncle Buck,1989-08-16,"Family Film, Drama, Comedy, Domestic Comedy","Bob Russell , his wife Cindy , and their three kids, Tia , Miles , and Maizy  have recently moved from Indianapolis to the Chicago suburbs because of Bob's promotion. Tia resents her parents for the move. Late one night, Cindy and Bob receive a phone call from Indianapolis informing them that Cindy's father has suffered a heart attack. The couple makes plans to leave Chicago immediately to be with him. After hearing the news, Tia accuses Cindy of abandoning her own father. Bob suggests asking his brother Buck  to come watch the children, which Cindy objects to. While Bob and Cindy are upper middle class suburbanites, Buck is unemployed, lives in an apartment in Chicago, and earns his living by betting on rigged horse races. Buck's girlfriend Chanice , owns a car repair business. Since no one else is available to help them, Bob and Cindy have no choice but turn to Buck, who agrees to help. Buck hits it off with Miles and Maizy, but Tia is suspicious, and the two engage in a battle of wills. When Buck meets Tia's boyfriend, Bug , he warns his niece that Bug is only interested in her for sex. Buck repeatedly thwarts her plans. Over the next several days, Buck deals with a number of situations, including taking the kids to his favorite bowling alley, making over-sized pancakes for Miles' birthday, dealing with a drunk clown, and speaking with the school principal about Maizy. When Buck threatens Bug with a hatchet, Tia makes Buck's girlfriend think that he is cheating on her with their neighbor . Concerned after Tia sneaks away to a party, Buck decides to go looking for her rather than go to a horse race. Thinking that Bug is taking advantage of Tia in a bedroom at the party, he forces the door open, but walks in on Bug with another girl. Buck ties up Bug and throws him into the trunk of his car. After finding Tia, Buck lets Bug out of the trunk to apologize to Tia. When he is finally released, Bug takes back the apology and flees. Buck then begins striking him with golf balls. When Cindy and Bob return, Tia and Cindy resolve their issues. Buck then returns to Chicago."
4566486,Hell Drivers,1957,"Crime Fiction, Drama, Crime Drama","The plot of Hell Drivers circles around Joe 'Tom' Yateley  who is an ex-convict. Trying to leave his past behind, he decides to start working for Hawlett's Trucking Company, which transports gravel. Trouble begins when he tries to expose his boss's rackets. Baker's character, Yateley, comes from Blaenllechau in the Rhondda, very close to Baker's own birthplace of Ferndale."
10747502,The Venetian Affair,1967,"Thriller, Action, Spy","A former CIA agent, Bill Fenner, now a downbeat, loner journalist, is sent to Venice to investigate the shock suicide bombing by an American diplomat at a peace conference. CIA chief Frank Rosenfeld specifically requests Fenner come out of retirement because one of the suspects in the case is Fenner's ex-wife, Sandra Fane, who is believed to be a Communist sympathizer. A secret report by Dr. Vaugiroud could be the key, but Fenner's and Fane's lives are greatly endangered, particularly at the hands of a mysterious man named Wahl, while trying to unravel the plot."
14021789,Sanders of the River,1935-04-08,"Drama, Adventure, Black-and-white, British Empire Film","Sanders is a British colonial District Commissioner in 1930's Nigeria. He tries to rule his province and the various tribes comprising the Peoples of the River fairly. He is regarded with respect by some and with fear by others, known as 'Sandi' and 'Lord Sandi'. He has a ally in Bosambo, a literate and educated chief, but when Sanders goes on leave, another chief, King Mofolaba, spreads the rumour 'Sandi is Dead'. Intertribal war seems inevitable and the situation is made worse by gun-runners and slavers. 'Lord Ferguson' his relief, is unequal to the task, so Sanders returns to restore peace. Bosambo's wife Lilongo is kidnapped, and Bosambo furiously tracks down her kidnappers. Captured himself, he is about to die when a relief force, commmanded by Sanders, arrives to save them, and Mofolaba is killed by Bosambo."
